userName,content,score,at,label
Horox,sekarang buat main game aja Ping nya naik turun . gk stabil,2,2024-01-18 06:29:30,negatif
Santoso Stg,bagus,5,2024-01-18 06:27:04,positif
Devita Putri,aplikasi bagus,5,2024-01-18 06:22:26,positif
Ucok Setiawan,baik,5,2024-01-18 06:15:15,positif
KIKI Ganteng,"Min kenapa ane pasukin voucher kok gak bisa, *123# juga gak bisa, kata temen ane kartu ane di blok, kalo emang bnr di blok tolong buka min ane mao ngisi paket, sama wa ane, kode verfikasi nya kirim dari malem blm di kirim""(",1,2024-01-18 06:14:03,negatif
Adi Putra,good,5,2024-01-18 06:13:09,positif
Lestari Tariii,Sinyal nya jelek terus knp sih ini indosat?,1,2024-01-18 06:12:30,negatif
Teguh Almuaruf,baguus,4,2024-01-18 06:08:44,positif
david saputra,"Jaringanya bagus, tapi kadang nggak ada angin ,nggak afa huian tiba-tiba hilang aja koneksi internet nya. Tolong lah ya jangan sejelek itu kualitasnya",2,2024-01-18 06:02:55,negatif
Aszar Suka madridistas,karena saya tidak mendAPATKAN KUOTA GRATIS SU,5,2024-01-18 06:01:31,positif
Marselino,Kuota nya lancar tapi boros,5,2024-01-18 05:55:15,positif
Al Fatih Ali,sangat lah baik,5,2024-01-18 05:54:10,positif
gatot supriadi,epic,5,2024-01-18 05:51:45,positif
M slamet Nugraha,plis lah t4i jngn keseringan ngirim surevei lewat SMS gw lagi main nglag gara gara lu pea lagi war juga Kont*l,1,2024-01-18 05:51:04,negatif
M Taufik fazzrurrohman,sangat cocok,5,2024-01-18 05:48:41,positif
Ady Yanuar,Aplikasi tolol!!! Update gajelas ditambah fitur game yg dpt 1 gb aja susah,1,2024-01-18 05:47:32,negatif
NJ Nantojery,mantaap my m3,5,2024-01-18 05:43:38,positif
Husin Gandra,untuk daerah morowali sinyal terbaik adalah lm3 sdh tdk ada yg lain,1,2024-01-18 05:40:25,negatif
Mohammad Rezon Valiant,"Jaringan opo niki, ngelag teros",2,2024-01-18 05:31:02,negatif
Uky Erlangga,"Sinyal makin hari makin tolol,Indosat anjeeeng... Tolol... Sinyal tololl...makin hari bukanya makin bagus malah makin tolol sinyalnya,",1,2024-01-18 05:30:20,negatif
yudha 45,"Habis diupdate app tidak bisa dibuka,sungguh sangat mengecewakan,ada pa dengan im3",1,2024-01-18 05:29:36,negatif
naga Sakti,turun bintang lah makin buruk aja sinyalnya ilang2 terus. mahal ko beli paketanya,2,2024-01-18 05:29:26,negatif
Ryan Prayoga,good,5,2024-01-18 05:27:24,positif
Ali Junot,good job,5,2024-01-18 05:26:51,positif
Ramli,"Paket data semakin mahal,kualitas sinyal semakin buruk,lama lama pindah operator juga",1,2024-01-18 05:23:55,negatif
RAKA PANGESTU,"Keluhan indosat saat ini adalah, komitmen nya harusnya kartu yg sering di isi harusnya jangan makin mahal, kenapa sih giliran 3 atau 4 bulan gak di isi, promosiin lagi jadi murah, habis di isi malah mahal lagi",3,2024-01-18 05:21:48,negatif
Adi Triopandi,bagus sayangnya data yg 100gb/30 hri dengan hrga 120 rbu sdah gak ad,5,2024-01-18 05:17:08,positif
fisdaus muhamad,sangat bagus,5,2024-01-18 05:11:24,positif
Tato Pemanahrasa,naisila,5,2024-01-18 05:08:48,positif
Abner Kalpin 789,Signal bagus dan kouta paket gak boros2 amat,5,2024-01-18 05:07:06,positif
Ahmad Erlangga,sangat murah baguss,5,2024-01-18 05:04:11,positif
Rizky Maul,Annjjjjj,1,2024-01-18 04:59:17,negatif
Chandra Ponsel,"Apa nih kok update ini ga bisa nukar koin lagi??,,koin gua udah 2.313 ga bisadi tuker pakai paket internet 200mb an",2,2024-01-18 04:57:29,negatif
Indra Adhitya,bagus,5,2024-01-18 04:53:34,positif
Vanden,"3 hari perbaikan katanya, kok ga bener bener ya",1,2024-01-18 04:49:12,negatif
saiful arif,bagus,5,2024-01-18 04:48:51,positif
Acut Alan,"sangat membantu,apalagi dalam segi pengecekan paket internetan.",5,2024-01-18 04:47:44,positif
Salman Hafidan,"Ni jaringan ngeleg mulu,yg punya IM3 nya dah gada apa gmn?",1,2024-01-18 04:47:20,negatif
Dwi Dhucha,memudahkan sekali . dan pembelian lebih murah melalui apk myIM3,5,2024-01-18 04:43:08,positif
Priyanto,cukup baik,3,2024-01-18 04:42:29,negatif
Bambang Iskandar,mantap,5,2024-01-18 04:34:02,positif
Musaf Junior,Saya beli paket kok gak masuk sudah 2 kali saldo nya di ambil tapi kuota nya gak masuk,1,2024-01-18 04:33:07,negatif
Imron Alabo,"Apalah setelah update, tidak ada paket aktif tidak bisa di buka.. WOY PROVIDER LAIN TANPA KUOTA INTERNET AKTIF APLIKASI NYA BISA DIBUKA",1,2024-01-18 04:29:27,negatif
vicky Maulan,terlalu mahal sinyal busuk,1,2024-01-18 04:22:51,negatif
Rizky Iki,baik,4,2024-01-18 04:17:16,positif
Wahda Lina,sngat menarik,5,2024-01-18 04:13:02,positif
Septa Maulana,bagussss . sangat memuaskan,5,2024-01-18 04:12:08,positif
Adam Imut32,"Kirain bakal berubah tetep aja sama, pentingin iklan terus sesampe buat iklan sistem ekwk, ge cape signal buruk giliran iklan sat set moga bisa lebih bener dah",1,2024-01-18 04:07:15,negatif
Sawir Amir,mantap,5,2024-01-18 04:06:35,positif
SakSembarange Oke,Aplikasi gampang eror,1,2024-01-18 03:59:40,negatif
syachrullifebriany Febriany,baik,5,2024-01-18 03:53:29,positif
Mari Alfarizi,Indosat is ferry good all,5,2024-01-18 03:52:33,positif
Muhammad Firman syah,Makin kesini makin ancur aja sinyal'y,1,2024-01-18 03:42:44,negatif
Adit Purnama,Bagus,5,2024-01-18 03:39:02,positif
Sukses Selalu,apak baik,5,2024-01-18 03:37:55,positif
Fawaz Sabir,sinyalnya bagus,5,2024-01-18 03:33:03,positif
mds siliwangi channel,Apk tidak bisa dibuka 🤦🤦🤦,2,2024-01-18 03:28:19,negatif
Maharanieraniey04 Raniey,sangat memuaskan 🤟🥳,5,2024-01-18 03:27:34,positif
Hilyah Mawaddah,"Ini kenapa dh im3 mana saya lagu LN roaming nya tiba"" hilang, padahal paket banyak tapi gk mau aktif data nya, bunan sekalu juga kyk gini di indo pun juga sering kyk gini, gk jelas banget, jeleeeek",1,2024-01-18 03:26:25,negatif
Ronalita Sihotang,bagus,5,2024-01-18 03:23:56,positif
Marjo Aksoro,Terimakasih,5,2024-01-18 03:21:18,positif
syaharuddin,jaringan masih sering hilang,2,2024-01-18 03:12:18,negatif
Lilik Sudarmanto,Verifikasi susah.. Sms susah masuk.. Payah,1,2024-01-18 03:08:10,negatif
saipullah sayuti,ok,5,2024-01-18 03:03:41,positif
Apri Febrianto,terima kasih My IM3,3,2024-01-18 03:00:24,negatif
aurel halim,Maen ML aja ping 285 jaringan sampah menang mahal doang,1,2024-01-18 02:59:22,negatif
Ran Tika,"Pulsa gw gk di apa²in kok berkurang trus si,gw biarin krn gw masih ada kuota di kartu satunya lagi,kok mlh pulsany berkurang trus lho,kan niatny ntar mo beli kuota klo kuota gw saat ini abis",1,2024-01-18 02:45:58,negatif
Jun Jun,Jos,5,2024-01-18 02:36:31,positif
Young Blood,"Salah satu provider terburuk sih ,masa ada kuota tapi pulsa juga lu embat sih ,beda banget SM si biru",1,2024-01-18 02:36:05,negatif
Hani Nurhanifah,ok,4,2024-01-18 02:33:49,positif
Saehul Matin,sangat membantu,4,2024-01-18 02:30:44,positif
Reski Ceps,bagus,5,2024-01-18 02:29:07,positif
Edhy Edi,Saya sudah beli paket tapi paket saya belum masuk padahal uang sudah di potong,2,2024-01-18 02:27:15,negatif
Erni Listiawati,sngt baik,5,2024-01-18 02:06:32,positif
Sity Marwiyah,bgus,5,2024-01-18 02:03:51,positif
Pernandes Eric,aplikasi ini sangat cocok,5,2024-01-18 02:03:32,positif
RezaApa I,"makin kesini makin ancur aja sinyal, semenjak merge ama 3",1,2024-01-18 02:02:18,negatif
Sam Siyah,baik,5,2024-01-18 01:55:50,positif
Syamsi tibian T,baguss,5,2024-01-18 01:41:20,positif
Tsyru,"Game panjat kuota gak jelas, tiap mau menang langkah nya selalu dapat lebih 1, scam ngabisin kuota doang",1,2024-01-18 01:39:02,negatif
tika tambunan,Ga bisa lihat kuota,1,2024-01-18 01:29:18,negatif
Muhhammaddzaky,"Berkali-kali ngisi kuota ga bisa, transaksi sudah di proses sampai akhirnya gagal semua, ehh ternyata pulsa sudah terpotong",1,2024-01-18 01:26:09,negatif
Ela Nayla,gooddddd,5,2024-01-18 01:09:33,positif
Nofi Nopnop,"Im3 kalo ada keluhan di prosesnya suka lama bgt smpe berhari2 :( kemarin sy isi kuota lewat apk myim3 tp gagal, saldo sudah Terpotong. Gimana ga bingung ya. mau isi kuota lagi takut nnti kuotanya jadi terisi, masa double kn sayang, mau di tunggu tapi lama. Eh taunya sm im3 mau di balikin lewat pulsa. Pulsa klo ga langsung di paketin nnt terpotong tnp qt sadari. Mau nunggu pulsa d kirim juga lama.",2,2024-01-18 01:09:15,negatif
Wahyuni Siwilarsih,harga paketan semakin mahal tapi dapatnya berkurang,3,2024-01-18 01:06:46,negatif
Dwi Trianto,good,5,2024-01-18 01:01:20,positif
Desi WuLan,apik apik,4,2024-01-18 00:59:13,positif
salman gim,Dikasih bintang satu lagi coz dengan adanya imkas mau ngisi pulsa telpon 1 bulan d my M3 jadi Gagal terus gara gara mode pembayaran ga bisa di ruph ke pulsa biasa,1,2024-01-18 00:48:22,negatif
Yupeno Luma,sangatlah puas,5,2024-01-18 00:19:03,positif
Agus boeng Boeng,membantu,5,2024-01-18 00:17:46,positif
Ashraff kun,"Pulsa gua isi 10rb GK masuk masuk,mau laporan aja ribet,kalau gue isi 100rb mungkin tidak ada solusi nya🖕",1,2024-01-17 23:57:59,negatif
Pemancing Cilik,"Halo im3 kenapa di tahun 2024 tidak ada pilihan paket freedom combo, freedom Kouta harian, yellow. Dan paket nya itu mahal semua.",3,2024-01-17 23:54:46,negatif
Deadafitsetiawan,mayan lah,5,2024-01-17 23:40:14,positif
junaidi,"Di update Kok tambah gak mermutu. Baru di update dsuruh daftar lagi,pas daftar Kode OTP galk dikirim2 sampai diulang tpi gak bisa, udah gitu jaringannya lelet sering gangguannya saat mendung. Deng Harga dan jumlah kuota yang sama 100 GB 150K mending Pakai Telkomsel lebih stabil tanpa gangguannya",1,2024-01-17 23:36:31,negatif
Nata Sya,apk nya bagus,5,2024-01-17 23:30:46,positif
Anton Wahyudi,"Paketnya murah tapi makin lama dipakai makin mahal, signalnya sangat terbatas untuk wilayah Kab. Tanjung Jabung Timur. Maaf bintangnya saya kurangi karena bukan makin murah tapi makin mahalllll",3,2024-01-17 23:26:56,negatif
Krisna Wijaya,Sering gangguan ga jelas,1,2024-01-17 23:26:20,negatif
Mulyo Utomo,mantaf,5,2024-01-17 23:19:26,positif
Adhy Nena,mantap,5,2024-01-17 23:13:15,positif
Risal Indra,baik,5,2024-01-17 23:06:45,positif
Yanto Sahil28,im3 .memang terbaik,4,2024-01-17 23:06:33,positif
Meidy Widyanto,jos,5,2024-01-17 23:04:17,positif
Nina Silvia123,Makin di update harga naek teroooss heran dahhh😒😒,2,2024-01-17 22:59:55,negatif
Fadel Fadel,sangat bagus,5,2024-01-17 22:59:05,positif
Asep Parhan,bagus bisa membnatu,5,2024-01-17 22:53:43,positif
Fahma Azkia,baik,5,2024-01-17 22:23:27,positif
ferry mardani,mantul,5,2024-01-17 22:18:30,positif
fatih al,bagus,5,2024-01-17 22:01:25,positif
Rizki Tina,Bisa mudah beli lewat dana danbisa ngecek kutanya ceat makasih,5,2024-01-17 21:30:31,positif
kato kusyanto,Kejujuran yang akan menerima segala nya,1,2024-01-17 21:23:01,negatif
Subiyatna 123,mang ea,5,2024-01-17 21:08:24,positif
bank defril,Sangat membantu,5,2024-01-17 21:05:32,positif
hiroo Izumi,TIDAK ADA DISKON YANG WAH,2,2024-01-17 20:58:11,negatif
Gayo Land,"Luar biasa Maling pulsa wkwk, pake wifi aja pulsa bisa hilang ya. Mudah²an bangkrut nih indosat",1,2024-01-17 20:20:10,negatif
Mad Ngaridho,oke,5,2024-01-17 20:19:19,positif
elviana Sari,saya sangat menyukai,5,2024-01-17 20:15:45,positif
Muhammad Nurdin siregar,mantab,5,2024-01-17 19:40:00,positif
sumarno marno,"Dua kata buat indosat, 1.HARGA PAKET KUOTA TAMBAH MAHAL 2.SINYAL MAKIN LEMOT",1,2024-01-17 19:37:20,negatif
Ade Oker,Cukup bagus,5,2024-01-17 19:27:39,positif
Ahmad Yani,"Kenapa sih indosat nih jaringan nya kayak taii, setuap tengah mlm jaringan nya hilang2 timbul macam taii di closet",1,2024-01-17 19:15:02,negatif
Razka Alfarezi,sangat membantu,3,2024-01-17 18:59:28,negatif
Amnira,baguss,5,2024-01-17 18:48:15,positif
Bintang saputri,sinyalnya okey banget terjangkau,3,2024-01-17 18:44:23,negatif
Ahmad Sifai,sangat bagus makasih mylm3,5,2024-01-17 18:36:41,positif
Maz Yoyyo,Kecewa aplikasi ga fungsi tulisannya re load,1,2024-01-17 18:14:37,negatif
Zalfa Aulia,Tolong kl update apk jangan tambah ribet harus makin simple & mudah dimengerti niatnya mau beli buat nmr satunya malah ttep masuk ke nmr yg ini gajelas trs buat apa ngisi nmr tujuan kl ttep masuk di nmr ini,1,2024-01-17 18:11:46,negatif
Umi Halimah,sangat puas,5,2024-01-17 17:59:04,positif
Arka Muh,baik,4,2024-01-17 17:58:39,positif
Kartiko Syla Alda,"Pelayanan yang sangat memuaskan. Jika kartu Indosat kalian hilang, datang saja ke gerai Indosat terdekat. Biaya penggantian gratis.",5,2024-01-17 17:47:09,positif
Daffa Saputra,sangat membantu di saat nggak punya pulsa,5,2024-01-17 17:43:55,positif
Andri Akbar,Jelekvjaringan mesti d kota,2,2024-01-17 17:43:46,negatif
Rauqan R.r,"Jangan percaya mini games panjat kuota, mini games scam untuk kita liat iklan aja",1,2024-01-17 17:32:01,negatif
Lailaitul Qodar,"Saya suka pakai kartu im3,tp tolong untk apps WA gratisin walaupun gk ada kuota, sprti kartu yg lain, itulah kluhan saya pengguna im3",1,2024-01-17 17:29:26,negatif
Mzakki Mzakki,bqgus,5,2024-01-17 17:21:46,positif
ROBET LUBIS BEBET,mantp,5,2024-01-17 17:14:38,positif
Barito putera Putra1,baik,3,2024-01-17 17:13:45,negatif
Pungky Danang prasetyo,Aplikasi KUONTOLLLL udh langganan bertahun² malah gak bisa kebuka udh sebulan lebih.. Knp sih adminnya koq ya tot bangeeet,1,2024-01-17 17:06:07,negatif
dadang fahreza,Diperbaiki lgi untuk jaringan internetnya . Kuota ada sinyal 4G/5G tapi lemot banget. Indosat parah,1,2024-01-17 17:04:36,negatif
Raissa Khaira,sangat bagus,5,2024-01-17 17:02:58,positif
Ayubmardian Jr,lumayan,3,2024-01-17 17:00:38,negatif
Setiawan Setiawan,ok,1,2024-01-17 16:59:16,negatif
yuniar Rohidin,untuk notif bisa ga si sekali 2x ini mah notif yang sama sampe ada 30 pesan yang sama jam dan menit yang sama risih banget dri jam 7 smpe skrg jm 12 mlm gk berhenti². udah mah sekarang fiturnya ga jelas gk bikin nyaman,1,2024-01-17 16:57:57,negatif
Muhamad Hilalludin,Buset ini sinyal ilang ilangan Mulu knp dah?,1,2024-01-17 16:56:13,negatif
Susilo Dwi p,Harga nya mahal sinyalnya buruk gw rekomendasi jangan beli paket pepe ini,1,2024-01-17 16:55:43,negatif
khunaefie Aang,"nomor tiba"" tidak terbaca tanpa sebab quota masih banyak ,dan menanyakan CS tidak ada jawaban",1,2024-01-17 16:51:10,negatif
Zulvanbahtiar 07,Untuk aplikasi bagus cuma untuk jaringan kadang suka ngilang sendiri habis itu sinyal nya naik turun sendiri padahal di tempat tinggal saya termasuk kota,3,2024-01-17 16:44:37,negatif
santri edan,Akhir² ini knapa jaringan IM3 kok jelek banget sih???,1,2024-01-17 16:44:11,negatif
Khusairi Ari,Aku kasih bintang satu... Semakin hari semakin gak jls jaringan Im3 ini...ditempat kami.,1,2024-01-17 16:39:53,negatif
Bangje 135,di update malah makin gak jelasss aplikasinya malah ribet. uninstal terpaksa,1,2024-01-17 16:28:52,negatif
SG KOK KAYU,Jelek bgt nih sinyal hari ini bikin emosi,1,2024-01-17 16:22:46,negatif
Sept Pl,"Kualitas tidak baik, sudah beli kuota rate tinggi ttp saja suka ilang""an tuh sinya..tolong diperbaiki karna pemakai juga butuh untuk kerja kami. jangan terus menguras dompet tapi tetap saja tidak berkualitas",1,2024-01-17 16:21:52,negatif
abdul muthalib,mantaaaaaaaap,5,2024-01-17 16:15:51,positif
Andreas Bjm,ok,5,2024-01-17 16:10:08,positif
thosshin fenlie,mantap,5,2024-01-17 15:58:28,positif
Muhamad Hari,udh mahal sinyal nya jelek meskipun di kota semoga aja bangkrut kontool,1,2024-01-17 15:55:56,negatif
Bold Bold,Udah beli kuota pembayaran sukses.tapi gagal uang hangus,1,2024-01-17 15:51:55,negatif
Wagiono Giono,belum di coba,5,2024-01-17 15:50:25,positif
Ardy Oi,"Gk mati lampu, sinyal malah busuk, dasar sialan",1,2024-01-17 15:47:14,negatif
Mulyadi Alifa,aplikasi sangat membantu sekali buat cek date dipertahankan selalu demikian,5,2024-01-17 15:47:01,positif
Heri Kurniawan Heri Kurniawan,Heri Kur Niawan,5,2024-01-17 15:41:43,positif
Irwan Syah,nyaman,5,2024-01-17 15:40:20,positif
Jay Afrizal,Kuota terbuang sia² sama panjat php,1,2024-01-17 15:39:20,negatif
Elsa Rizky,"Baru kali ini ada provider yg motong pulsa hanya karna jaringan masih 4G sedangkan data internet di Hp mati dan menggunakan wifi di rumah. Parah nanya Cs jwbnya katanya sudah di beritahukan lewat SMS. Sedangkan di SMS cma bilang akan di kenakan tarif dasar karena paket data sudah tidak aktif. Gk ada tulisan di SMS itu ganti jaringan ke 2G agar tidak terpotong pulsanya. Pertanyaannya emangnya wlwpn jaringan Hp masih 4G tapi data Hp off masi bisA gitu akses ke internet? kan gk, knp bisa terpotong",1,2024-01-17 15:39:15,negatif
Era Wiratmoyo,"provider paling TOLOL, listrik padam gak bisa dipakai",1,2024-01-17 15:38:33,negatif
anam hafizht1,dapat bonus kuota,5,2024-01-17 15:32:50,positif
Joni Togak,bagus,5,2024-01-17 15:31:35,positif
Permadi 99,Sinyal nya jelek banget,2,2024-01-17 15:30:47,negatif
Jordy Ardiansyah,loadingnya lama mau beli kuota gagal terus,2,2024-01-17 15:28:31,negatif
AZIL GAMING,Gak jls gak beli gak apa pulsanay ilang 3 jam doang udah mah 20rb lagi udah mahal² lagi😠😠😠,1,2024-01-17 15:25:43,negatif
Aisyah Safina,"UDAH MAHAL, LEMOT JGN MIKIRIN CUAN MULU AJG. PELAYANAN LO TINGKATIN BARU MAHAL",1,2024-01-17 15:24:57,negatif
Agung Cahyono,Indosat kenapa sih kok susah banget jaringannya udah paketnya naik semua tapi jaringannya tidak setabil sama sekali,1,2024-01-17 15:23:46,negatif
Abang Tampan,bagus tapi kurang memuaskan,5,2024-01-17 15:22:16,positif
Dika Kushermawan,Ok,5,2024-01-17 15:21:18,positif
Bram Bb,oke,5,2024-01-17 15:18:45,positif
Wildan Awalul fadhli,"pengiriman harap sabar, saya tanya saya ambil.",5,2024-01-17 15:15:21,positif
rijal irsad,kadang suka ngeleg,3,2024-01-17 15:12:53,negatif
Sikni Sikni,good mantap,5,2024-01-17 15:12:03,positif
Zupran Pran,bagus 👍,5,2024-01-17 15:10:16,positif
Mus Mulyadi,sekarang beli paket indosat gak ada lagi bonus nya..kmrn enak betul klo beli 3gb masuk nya 6gb sama bonus klo skrg gak ada lagi..saya mau pakek exsis aja lah sbb boros paket indosat skrg ini terutama im3,1,2024-01-17 15:09:32,negatif
Predator Uzi,Tolong jarian nya si daerah sumater kurang lancar masih elek elek tolong di perbaiki ya jaringan nya ni aku kasih bintang 4,4,2024-01-17 15:06:35,positif
Bangazka 112,mantap banget,5,2024-01-17 15:06:00,positif
Atep otorepair,sudah di riset di rebot reestar terep aja .makin parah sinyal ini gimna ya panas aja hp kaya mw meldak.hadeh toloang dong perbaiki jangan bikin atreees consumen jangan bikin binggunag pelanggan,1,2024-01-17 15:01:26,negatif
Wildan,Jaringgan ga jelas ngeleg Mulu di Kalimantan ga jelas jaringganya satu Minggu lag mulu,1,2024-01-17 14:59:14,negatif
agus arto,bagus,3,2024-01-17 14:58:27,negatif
Jem Niknik,Pas masuk krim kode otp aja gk masuk2 Udah berapa x jelek banget aplikasinya,1,2024-01-17 14:57:50,negatif
Zelloraa,Wkwkwk no gw di black list indira kali yak? Tiap buka indira di app my m3 gagal mulu🤣,1,2024-01-17 14:56:05,negatif
Muh Kenyo,semakin update semakil jelek,1,2024-01-17 14:52:15,negatif
Neni Marlin74,bagus,5,2024-01-17 14:52:04,positif
Alok Tzy,JARINGAN GAADA BAGUS BAGUSNYA LEMOT DROP DI 2 JARINGAN AJA GAGUNA,1,2024-01-17 14:51:01,negatif
Dede Sutisna,"selamat tinggal indosat, terima kasih sudah menemani hampir 15 tahun, saya akan pindah ke provider lain mengingat belakangan ini kualitas sinyal sangat busukkk.",1,2024-01-17 14:49:17,negatif
SONG ON G,Minta kode OTP kayak lagi nunggu kiamat ... Lama su,1,2024-01-17 14:48:45,negatif
Candra Mulya,Beli paket edu percuma gabisa dipake WhatsApp ga kayak dulu makin sini harga paket juga mahal mahal,1,2024-01-17 14:47:31,negatif
Irfan Kurniawan,Ok,5,2024-01-17 14:47:11,positif
Aura Jelek,Ngelek kli jaringan nya kalo udh banyak di pake data nya,1,2024-01-17 14:46:34,negatif
Acung Mansur,Masa keluar sendiri mau masuk lagi kaga bisa kodok,1,2024-01-17 14:45:12,negatif
Sundari Putrii,luar biasa,3,2024-01-17 14:43:51,negatif
Egi f,paket internet mahal doang signal nya kek babi. padahal di jkt,1,2024-01-17 14:42:45,negatif
Alwan Nasta,kirim dlu dong pulsa 100ribu,5,2024-01-17 14:38:32,positif
Ahmad Mugani,"Maaf bintang satu dulu, soalnya pulsa saya kesedot mulu.",1,2024-01-17 14:33:04,negatif
Fatra Fatwa973,mantaap,5,2024-01-17 14:23:15,positif
Yunus M,sangat mmbantu,5,2024-01-17 14:18:20,positif
Najar Ibnu,"Makin kesini malah kecewa, beberapa hari ini masalah jaringan semakin jelek dan terkadang hilang, sangat mengganggu apalagi disaat main game jaringan sering ga stabil, padahal biasa jaringan bagus tapi kenapa akhir"" ini selalu gangguan ditambah paket semakin mahal tapi jaringan ga pernah diperbaiki",1,2024-01-17 14:16:52,negatif
